"","Año","Semana_Epidemiologica","Casos_Barranquilla","Casos_Cartagena","Casos_SantaMarta","HR_Barranquilla","HR_Cartagena","HR_SantaMarta","TM_Barranquilla","TM_Cartagena","TM_SantaMarta","PT_Barranquilla","PT_Cartagena","PT_SantaMarta","BAQ_max_temperature","BAQ_min_temperature","BAQ_avg_temperature","BAQ_avg_specific_humidity","BAQ_avg_relative_humidity","BAQ_total_precipitation","CTG_max_temperature","CTG_min_temperature","CTG_avg_temperature","CTG_avg_specific_humidity","CTG_avg_relative_humidity","CTG_total_precipitation","SMR_max_temperature","SMR_min_temperature","SMR_avg_temperature","SMR_avg_specific_humidity","SMR_avg_relative_humidity","SMR_total_precipitation"
"23",2008,51,NA,NA,NA,NA,NA,NA,26.4428571428571,27.1571428571429,26.7214285714286,0,0,0,28.03,25.03,26.2671428571429,16.49,77.5471428571429,1.15,29.57,24.27,26.3171428571429,16.5442857142857,77.8757142857143,1.21,21.72,15.52,18.5557142857143,12.7828571428571,82.45,1.7
"24",2008,52,NA,NA,NA,NA,NA,NA,26.5071428571429,27,27.1428571428571,0,0,0,28.46,24.72,26.4057142857143,16.6114285714286,77.5485714285714,0,30.22,24.28,26.59,16.6057142857143,77.1242857142857,0,22.18,15.3,18.8157142857143,12.6228571428571,79.9885714285714,0
"25",2008,53,NA,NA,NA,90.875,NA,NA,25.7857142857143,26.4214285714286,27.0035714285714,0,0,0,28.23,24.32,26.01,16.56,79.1514285714286,0,31.64,24.31,27.0033333333333,16.33,74.1766666666667,0.5,21.56,16.08,18.8533333333333,13.2866666666667,83.8566666666667,0.29
"26",2009,1,92,19,16,91.4761904761905,NA,NA,26.1857142857143,27.0571428571429,27.7571428571429,0,0,0,29.47,25,26.4914285714286,17.27,80.2442857142857,0.38,32.17,24.39,27.1414285714286,17.2542857142857,77.5571428571428,3.01,22.49,16.52,19.2714285714286,13.5557142857143,83.3842857142857,0.92
"27",2009,2,76,19,14,93.9523809523809,NA,NA,25.7571428571429,26.6142857142857,27.3071428571429,0,0,0,28.85,24.66,26.4957142857143,16.1914285714286,75.3757142857143,0.58,31.82,24.2,27.2571428571429,15.9471428571429,71.7257142857143,1.09,21.99,15.01,18.8528571428571,12.6571428571429,79.9914285714286,1.87
"28",2009,3,60,18,17,95.5789473684211,NA,NA,25.6,26.8357142857143,27.4857142857143,0,0,0.1,29.56,24.16,25.8857142857143,17.0057142857143,82.1657142857143,9.96,31.15,23.63,26.6528571428571,16.4557142857143,76.4371428571429,7.37,21.44,16.46,18.3942857142857,13.6742857142857,88.8257142857143,7.07
"29",2009,4,58,21,16,94.9047619047619,NA,NA,25.8785714285714,26.9142857142857,27.7785714285714,0,0,0,29.58,24.89,26.3471428571429,16.5957142857143,77.9528571428571,4.62,33.38,24.42,27.4128571428571,16.1,72.1171428571429,0.68,21.77,14.44,18.59,13.0857142857143,83.77,0.91
"30",2009,5,59,7,13,91.4545454545455,NA,NA,25.8642857142857,27.2214285714286,27.9571428571429,0,0,0,29.12,24.7,26.1385714285714,16.6828571428571,79.17,4.7,32.79,24.44,27.2357142857143,16.2657142857143,73.0542857142857,3.32,21.57,16.19,18.6957142857143,13.4885714285714,86.0128571428571,10.11
"31",2009,6,48,15,8,91.2,NA,NA,25.2857142857143,26.55,28.0071428571429,0,0,0,29.01,24.39,26.2957142857143,16.1885714285714,76.2142857142857,0.5,32.96,24.36,27.5771428571429,15.7271428571429,69.5871428571429,1.29,21.49,15.46,18.7114285714286,13.2171428571429,84.2257142857143,4.88
"32",2009,7,30,15,12,92,NA,NA,25.1785714285714,26.9142857142857,27.6071428571429,0,0,0,29.22,24.17,26.1614285714286,15.9971428571429,75.9414285714286,3.47,33.03,24.19,27.3785714285714,15.3871428571429,68.9042857142857,6.03,21.88,14.24,18.4157142857143,12.8228571428571,83.0657142857143,2.9
"33",2009,8,43,11,2,93.3333333333333,NA,NA,26.0285714285714,26.6714285714286,27.8357142857143,0,0,0,29.41,24.62,26.33,16.3171428571429,76.7957142857143,10.02,33.74,24.66,27.3985714285714,16.0085714285714,71.5285714285714,11.59,22.19,14.56,18.6742857142857,13.2028571428571,84.2942857142857,15.05
"34",2009,9,31,6,6,95,NA,NA,26.0285714285714,26.7142857142857,27.6642857142857,0,1.8,0.1,29.09,24.48,26.1171428571429,16.9157142857143,80.4471428571429,7.86,32.68,24.22,26.9571428571429,16.5214285714286,75.5142857142857,8.38,21.45,16.71,18.6857142857143,13.6128571428571,86.8314285714286,15.33
"35",2009,10,20,3,8,NA,NA,NA,24.8142857142857,26,27.3928571428571,0,0,0,28.49,23.79,25.5771428571429,14.9828571428571,73.68,0,32.4,23.83,26.9814285714286,14.5042857142857,66.6357142857143,0.04,21.36,13.84,18.0785714285714,12.5157142857143,83.1271428571429,1.35
"36",2009,11,23,4,4,NA,NA,NA,26.2964285714286,26.7,27.7857142857143,0,0,0,28.82,24.47,26.0942857142857,16.4228571428571,78.2428571428571,0,33.22,24.39,27.2871428571429,16.0057142857143,71.9228571428571,0.04,21.56,15,18.6271428571429,13.3528571428571,85.4371428571429,4.3
"37",2009,12,23,2,4,NA,NA,NA,26.6142857142857,27.2928571428571,28.1357142857143,0,0,0,30.65,24.86,26.5271428571429,16.8842857142857,78.4528571428571,8.63,32.73,24.85,27.3928571428571,16.7414285714286,74.4085714285714,5.82,21.98,16.46,18.8342857142857,13.7542857142857,86.9085714285714,17.02
"38",2009,13,9,1,6,91.3636363636364,NA,NA,27.0464285714286,27.8928571428571,28.1571428571429,0,0,0,29.88,24.78,26.6371428571429,17.2485714285714,79.7514285714286,14.1,32.84,23.98,27.12,17.3085714285714,78.1842857142857,9.59,22.17,17.27,19.26,13.8185714285714,85.2857142857143,12.46
"39",2009,14,19,1,4,91.7142857142857,NA,NA,26.8535714285714,27.6928571428571,28.4,0,0,39.2,30.19,25.04,26.8371428571429,16.9385714285714,77.4685714285714,9.04,33.14,24.49,27.6685714285714,16.6771428571429,73.2371428571429,6.14,22.4,14.93,19.2428571428571,13.6742857142857,84.3514285714286,10.51
"40",2009,15,23,5,1,93.7857142857143,NA,NA,27.1035714285714,27.7714285714286,28.7142857142857,0,0,0,30.65,25.37,27.1285714285714,17.4571428571429,78.3742857142857,3.45,33.28,25.12,28.0157142857143,17.2928571428571,74.2442857142857,1.53,22.82,17.22,19.8285714285714,14.2342857142857,84.82,11.85
"41",2009,16,25,4,3,93.7058823529412,NA,NA,26.7678571428571,28.0928571428571,29.3285714285714,0,0.1,0,30.6,25.44,27.4785714285714,17.6342857142857,77.4114285714286,37.01,34.09,25.47,28.43,17.7042857142857,73.9942857142857,24.44,23.39,17.67,20.1085714285714,14.1942857142857,83.08,43.02
"42",2009,17,13,6,3,84.9047619047619,NA,NA,26.9857142857143,27.5428571428571,28.8785714285714,15.4,44.8,0,30.53,25.16,27.1685714285714,17.6014285714286,78.7328571428571,40.9,34.73,25.32,27.9257142857143,17.6928571428571,76.1414285714286,30.62,23.36,17.96,19.8242857142857,14.4371428571429,85.9685714285714,43.5
"43",2009,18,10,1,2,88.7619047619048,NA,NA,26.8458333333333,28.3714285714286,28.0785714285714,76.6,4.2,37.6,29.5,23.8,26.0971428571429,18.5171428571429,87.9357142857143,38.82,30.85,23.45,26.1942857142857,18.5585714285714,87.6514285714286,35.34,22.46,15.71,19.1257142857143,14.4314285714286,89.3785714285714,53.88
"44",2009,19,8,5,2,88.3333333333333,NA,NA,27.3958333333333,28.4214285714286,29.0928571428571,1.8,1.5,0,29.21,25.12,26.8842857142857,18.9771428571429,85.8042857142857,24.98,30.7,24.76,26.8942857142857,19.2514285714286,86.9914285714286,26.84,22.52,16.59,19.8428571428571,14.4785714285714,85.6071428571429,44.05
"45",2009,20,11,2,2,81.35,NA,NA,27.0916666666667,28.9571428571429,29.3857142857143,27.1,0,0,30.79,24.82,27.3014285714286,19.4914285714286,86.1342857142857,9.47,30.29,24.44,27.0857142857143,19.3985714285714,86.72,12.67,23.38,16.06,19.99,14.62,85.5457142857143,27.36
"46",2009,21,11,3,1,73.5714285714286,NA,NA,28.3,29.4428571428571,30.0857142857143,0,0.9,0,30.17,24.66,27.3842857142857,19.7357142857143,86.7842857142857,6.27,30.23,24.56,27.0628571428571,19.6785714285714,88.1657142857143,12.74,23.33,16.88,20.0928571428571,14.6457142857143,85.0757142857143,13.2
"47",2009,22,14,1,2,77.4285714285714,NA,NA,28.6083333333333,29.1142857142857,29.8071428571429,53.4,27.7,13.5,30.37,24.34,27.5128571428571,19.3685714285714,84.4014285714286,19.59,31.67,24.32,27.4871428571429,19.73,86.2571428571429,23.78,23.91,16.44,20.4114285714286,14.6385714285714,83.5842857142857,25.64
"48",2009,23,12,3,1,78.7619047619048,NA,NA,28.1964285714286,28.4071428571429,28.1785714285714,53.7,25.7,4.3,30.3,24.39,27.1385714285714,19.3514285714286,86.3857142857143,56,30.67,24.28,26.8242857142857,19.37,88.0271428571429,53.77,23.09,16.71,19.7242857142857,14.5142857142857,86.5657142857143,66.38
"49",2009,24,8,2,1,78.2380952380952,NA,NA,29.2892857142857,29.2142857142857,29.5,0,6.4,1,30.33,24.22,27.0757142857143,19.2571428571429,86.3057142857143,11.74,29.74,23.94,26.66,19.2157142857143,88.22,35.51,22.85,16.88,19.73,14.56,86.5585714285714,35.89
"50",2009,25,14,4,4,79.1428571428571,NA,NA,28.8821428571429,28.6357142857143,28.6928571428571,14.3,19.5,82.4,29.97,24.9,26.9714285714286,19.1957142857143,86.5328571428571,37.09,30.52,24.21,26.6785714285714,19.1042857142857,87.5585714285714,37.07,22.85,16.68,19.6757142857143,14.6171428571429,87.2457142857143,42.11
"51",2009,26,13,2,6,78.7142857142857,NA,NA,28.8708333333333,28.6428571428571,29,4.5,26.3,5.1,29.68,25.12,27.36,19.6371428571429,86.4014285714286,68.14,29.75,24.91,26.8671428571429,19.6285714285714,88.8257142857143,49.48,23,17.36,20.1385714285714,14.53,84.3271428571429,40.73
"52",2009,27,16,2,6,79.1428571428571,NA,NA,28.95,28.8142857142857,28.9928571428571,0,14.6,19.4,29.5,25.63,27.27,19.43,85.9971428571429,14.36,30.14,24.43,26.7142857142857,19.4185714285714,88.7557142857143,44.91,23.18,17.93,20.1057142857143,14.5514285714286,84.7042857142857,48.94
"53",2009,28,15,2,7,79.0476190476191,NA,NA,29.0214285714286,29.2214285714286,30.1142857142857,0,0,0.9,30,25.97,27.8442857142857,19.1842857142857,82.0071428571429,8.32,31.75,25.17,28.0357142857143,19.6471428571429,83.17,18.51,23.76,16.89,20.62,14.6485714285714,82.6842857142857,8.68
"54",2009,29,24,1,7,80.5714285714286,NA,NA,29.1642857142857,29.1857142857143,28.6928571428571,0,29.5,38.3,29.81,24.33,27.2314285714286,19.3228571428571,85.7028571428571,19.05,30.58,24.39,27.0714285714286,19.54,87.4242857142857,37.14,24,17.45,20.2528571428571,14.7885714285714,85.35,32.69
"55",2009,30,19,1,7,80.8571428571429,NA,NA,28.9357142857143,28.8714285714286,29.75,2.1,5.4,32.7,29.76,25.86,27.6071428571429,19.2157142857143,83.3042857142857,16.79,31.27,25.16,27.5471428571429,19.7371428571429,85.8885714285714,31.41,23.45,18.01,20.6271428571429,14.5285714285714,81.8971428571429,26.14
"56",2009,31,25,4,8,82.8,NA,NA,29.0083333333333,28.7928571428571,29.35,2.4,39.5,3.6,29.68,25.56,27.3871428571429,19.4857142857143,85.5328571428571,14.01,31.19,24.76,27.27,19.6857142857143,86.9871428571429,43.73,23.2,18.36,20.5585714285714,14.9757142857143,84.8985714285714,15.71
"57",2009,32,18,4,9,81.2857142857143,NA,NA,28.6821428571429,29.1,28.75,2,12.8,8.4,30.4,25.22,27.5328571428571,19.3957142857143,84.53,51.65,30.95,24.36,27.2657142857143,19.67,87.08,57.18,23.23,17.54,20.2557142857143,15.0085714285714,86.61,34.57
"58",2009,33,18,0,5,82.7142857142857,NA,NA,28.9607142857143,29.1928571428571,28.9428571428571,15.1,6.5,12.9,29.2,25.2,27.0057142857143,19.43,87.22,31.45,29.85,24.52,26.67,19.2871428571429,88.3114285714286,53.79,22.85,17.76,20.0142857142857,15.1214285714286,88.5242857142857,40.06
"59",2009,34,17,2,3,83.7619047619048,NA,NA,29.6,29.1107142857143,29.1357142857143,47.3,33.2,5.1,30.24,25.58,27.4742857142857,20.0642857142857,87.5371428571429,38.75,30.15,24.93,27.1528571428571,19.8285714285714,88.17,46.21,23.08,16.71,20.2857142857143,15.11,86.7257142857143,42.85
"60",2009,35,23,3,5,85,NA,NA,29.2857142857143,29.4714285714286,29.0714285714286,0.6,2.3,5.5,30.05,25.2,27.5185714285714,19.9185714285714,86.8142857142857,30.01,31.05,24.32,27.1871428571429,19.7142857142857,87.65,55.53,23.24,17.38,20.34,14.9085714285714,85.2242857142857,39.11
"61",2009,36,14,3,5,86.6190476190476,NA,NA,29.6583333333333,29.5642857142857,29.75,0,31.9,0,30.7,25.73,27.8857142857143,20.2657142857143,86.4342857142857,15.3,31.09,24.74,27.5542857142857,20.3242857142857,88.3428571428571,28.16,24.02,17.09,20.4985714285714,15.1057142857143,85.5285714285714,23.75
"62",2009,37,27,1,2,84.65,NA,NA,29.0214285714286,28.6642857142857,28.5571428571429,16.2,0,9.5,30.06,24.82,27.0328571428571,19.0971428571429,85.74,39.34,30.88,24.3,26.8542857142857,19.1142857142857,86.8028571428571,46.23,23.18,16.97,19.74,14.7471428571429,87.9128571428571,53.92
"63",2009,38,21,4,7,84.4761904761905,NA,NA,29.715,29.8357142857143,29.7071428571429,0,8.3,0,30.89,25.34,27.9714285714286,20.2557142857143,85.8357142857143,22.6,30.85,24.67,27.5771428571429,20.1057142857143,87.2057142857143,24.58,24.41,17.53,20.5371428571429,15.0714285714286,84.9628571428571,29.15
"64",2009,39,26,3,3,83.1428571428571,NA,NA,29.38125,29.1714285714286,29.6357142857143,11.5,18.3,8.3,31.03,26.05,27.9085714285714,20.1428571428571,85.8128571428571,46.63,30.99,25.1,27.3385714285714,20.0671428571429,88.3171428571429,38.78,23.75,16.05,20.1385714285714,14.5942857142857,84.5128571428571,37.91
"65",2009,40,11,3,7,84.9523809523809,NA,NA,29.63,29.6642857142857,29.5071428571429,0,2.9,1.2,30.04,25.98,28.0785714285714,20.0157142857143,84.3685714285714,9.64,30.3,24.65,27.4242857142857,20.1842857142857,88.3514285714286,20.99,23.14,17.06,20.3285714285714,14.9028571428571,85.3428571428571,26.61
"66",2009,41,16,4,1,83.7619047619048,NA,73.625,28.7928571428571,28.7857142857143,28.7571428571429,3.5,80.9,0.1,29.64,23.84,26.8342857142857,18.8771428571429,85.6628571428571,27.03,30.03,23.61,26.3614285714286,18.75,87.5757142857143,37.69,23.41,17.41,19.8385714285714,14.7942857142857,87.4657142857143,25.08
"67",2009,42,22,1,7,83.5555555555556,NA,77.4761904761905,28.3892857142857,27.9857142857143,28.4535714285714,135,36.8,20,29.46,24.09,26.1957142857143,18.7814285714286,88.4828571428571,66.68,29.16,23.86,26.0271428571429,18.7142857142857,89.0157142857143,64.25,22.27,16.64,19.3685714285714,14.4328571428571,87.9057142857143,50.79
"68",2009,43,23,4,5,84.5238095238095,NA,79.4285714285714,28.28,28.5,28.5642857142857,0,5.8,1.6,29.7,24.4,26.8757142857143,19.1728571428571,86.7242857142857,52.16,30.8,24.17,26.5442857142857,19.0985714285714,88.1185714285714,31.71,23.24,16.79,19.8228571428571,14.6185714285714,86.5157142857143,36.96
"69",2009,44,46,1,6,85.3333333333333,NA,81.9375,27.9678571428571,28.1285714285714,27.2214285714286,NA,112.7,39.4,28.59,24.02,25.6928571428571,18.2642857142857,88.7814285714286,45.5,28.55,23.63,25.4285714285714,18.2428571428571,90.0228571428571,58.98,21.45,15.79,18.7271428571429,14.0371428571429,89.0771428571429,40.71
"70",2009,45,29,2,12,85.3809523809524,NA,80.55,28.7142857142857,29.0428571428571,28.55,NA,5.9,0.9,29.67,24.71,26.7657142857143,19.0885714285714,86.9328571428571,13.42,29.73,23.69,26.3114285714286,19.0257142857143,88.9242857142857,29.73,22.71,16.28,19.62,14.4114285714286,86.3457142857143,46.38
"71",2009,46,42,0,11,83.9047619047619,NA,77.85,28.6,29.3,29.2,NA,0.2,0,30.06,25.15,27.5085714285714,19.65,85.4771428571429,6.5,30.85,24.61,27.2442857142857,19.6542857142857,86.91,18.89,23.92,16.34,20.0028571428571,14.7657142857143,86.2114285714286,46.63
"72",2009,47,37,6,14,86.1,NA,79.8,28.575,28.8392857142857,28.9464285714286,NA,14.8,0,30.04,25.77,27.7028571428571,19.7342857142857,84.8214285714286,12.81,30.57,24.78,27.4157142857143,20.0157142857143,87.52,18.87,23.28,18.02,20.4428571428571,14.9785714285714,85.31,8.59
"73",2009,48,22,3,27,84.7619047619048,NA,77.2857142857143,28.6107142857143,28.5928571428571,28.8785714285714,0,0,0,29.48,26.18,27.6342857142857,19.1242857142857,82.6542857142857,3.23,31.06,24.97,27.5457142857143,19.4085714285714,84.5628571428571,2.07,23.33,17.98,20.4271428571429,14.3971428571429,82.0842857142857,2.26
"74",2009,49,30,3,38,84.6,NA,75.9047619047619,28.1107142857143,28.2928571428571,28.6357142857143,0,0,0,29.11,25.95,27.3742857142857,18.54,81.4885714285714,2.29,30.46,24.49,27.3314285714286,18.7757142857143,82.9614285714286,0,22.69,17.89,20.0171428571429,14.3071428571429,83.9271428571429,0
"75",2009,50,56,4,28,NA,NA,73.9047619047619,27.6428571428571,27.4357142857143,28.2678571428571,0,0,0,29.32,24.36,26.9814285714286,17.3157142857143,77.9671428571429,0,31.4,24.03,27.3285714285714,17.52,77.5842857142857,3.14,22.99,14.94,19.7528571428571,13.1371428571429,78.29,0.71
"76",2009,51,38,3,13,NA,NA,84.6666666666667,27.9875,28.15,27.6,0,37.2,14,28.91,24.41,26.3528571428571,18.4957142857143,86.6114285714286,37.95,30.44,24.32,26.7057142857143,18.21,83.68,37.91,22.74,15.76,19.0971428571429,14.0642857142857,87.0542857142857,45.32
"77",2009,52,29,1,10,NA,NA,77.3333333333333,28.0380952380952,27.6285714285714,27.9071428571429,0,2.3,0,29.18,25.32,26.9,17.7885714285714,80.5842857142857,0.61,31.87,24.57,27.1585714285714,17.6142857142857,79.16,7.58,22.24,15.02,19.3185714285714,13.3471428571429,81.37,0.95
"78",2010,1,28,8,19,NA,NA,78.9523809523809,27.8190476190476,27.1071428571429,27.5821428571429,0,0,0,29.8,24.43,26.6,17.3271428571429,80.06,0,32.83,24.49,27.3528571428571,16.9557142857143,75.6742857142857,0,22.77,14.61,19.2271428571429,13.4028571428571,82.2457142857143,0
"79",2010,2,67,9,24,NA,NA,78.1111111111111,27.5285714285714,27.0357142857143,27.725,0,0,0,29.38,24.92,26.6971428571429,16.98,78.0542857142857,4.76,33.57,24.43,27.7057142857143,16.3614285714286,71.9028571428571,10.74,23.3,15.39,19.3457142857143,13.2857142857143,81.3057142857143,6.03
"80",2010,3,41,8,41,NA,NA,77.3333333333333,27.8952380952381,27.65,28.3571428571429,0,0,0,31.3,25.18,27.4242857142857,17.4185714285714,76.62,0,34.49,25.24,28.4285714285714,17.07,71.85,0,23.78,15.16,20.3342857142857,13.2185714285714,75.6114285714286,0.59
"81",2010,4,51,14,37,NA,NA,75.1428571428571,28.0904761904762,27.5857142857143,28.2928571428571,0,0,0,30.23,25.44,27.1357142857143,17.0071428571429,76.0457142857143,0.51,34.11,25.2,28.1757142857143,16.6628571428571,70.9514285714286,0.88,23.07,16.19,19.7957142857143,13.3657142857143,79.3871428571429,0.49
"82",2010,5,39,24,24,NA,NA,76.9047619047619,27.647619047619,27.3071428571429,29.1178571428571,0,0,0,30.12,25.64,27.2485714285714,17.5385714285714,77.7285714285714,0,35.2,25.73,28.8371428571429,17.1557142857143,70.4185714285714,0.46,24.25,15.9,20.68,14.2914285714286,80.1342857142857,0.8
